time,vx,vy,yaw,duty
9.875554800033569336e+00,9.036184396970842192e-01,5.022423079993280914e-02,6.492052956710821221e-02,5.500000000000000028e-02
9.883903503417968750e+00,9.106029618988129570e-01,5.201111630376744482e-02,6.559238825881148760e-02,5.500000000000000028e-02
9.891968250274658203e+00,9.070213726682151423e-01,5.374096312965770394e-02,6.634016546632090505e-02,5.500000000000000028e-02
9.900495052337646484e+00,9.106247344718758630e-01,5.560370004198646882e-02,6.569425689605366825e-02,5.500000000000000028e-02
9.908247470855712891e+00,9.103216452055328256e-01,5.776883243873389556e-02,6.580940049127871616e-02,5.500000000000000028e-02
9.917301893234252930e+00,9.128170347111902450e-01,6.033578979358766858e-02,6.588857658308509835e-02,5.500000000000000028e-02
9.925092220306396484e+00,9.040501038437953607e-01,6.106188279681357134e-02,6.572521092613396732e-02,5.500000000000000028e-02
9.933844804763793945e+00,9.050483544468346242e-01,6.294154731400344871e-02,6.564240491859586746e-02,5.500000000000000028e-02
9.941972017288208008e+00,9.101324178423100264e-01,6.539209220535788236e-02,6.582767468722960924e-02,5.500000000000000028e-02
9.950628280639648438e+00,9.012461992637854635e-01,6.687650772292126622e-02,6.559144337599095986e-02,5.500000000000000028e-02
9.958249807357788086e+00,9.013026495643157165e-01,6.905734905905877574e-02,6.568383770219023143e-02,5.500000000000000028e-02
9.966966152191162109e+00,8.951541087364954796e-01,6.995860000383403998e-02,6.520223083394265096e-02,5.500000000000000028e-02
9.975639104843139648e+00,8.962772857593174214e-01,7.078314967042703687e-02,6.472983357404797633e-02,5.500000000000000028e-02
9.983873844146728516e+00,8.919675729305657219e-01,7.189550148751458480e-02,6.429490973732238102e-02,5.500000000000000028e-02
9.991739988327026367e+00,8.993300759149868151e-01,7.338782218205838759e-02,6.398704728443666001e-02,5.500000000000000028e-02
1.000004029273986816e+01,8.948841780826694015e-01,7.491880995969366075e-02,6.465691469151904625e-02,5.500000000000000028e-02
1.000818729400634766e+01,8.938188513295324267e-01,7.746668143682067242e-02,6.481033729726699832e-02,5.500000000000000028e-02
1.001697063446044922e+01,8.973102476179162235e-01,7.984738144981418095e-02,6.501183362624529671e-02,5.500000000000000028e-02
1.002559518814086914e+01,8.929518364653542539e-01,8.077636680362715316e-02,6.484486179356099833e-02,5.500000000000000028e-02
1.003364300727844238e+01,8.920175126669380727e-01,8.231172814237573687e-02,6.363656232418676839e-02,5.500000000000000028e-02
1.004171752929687500e+01,8.955589415353351068e-01,8.592598965247580378e-02,6.240657290592448864e-02,5.500000000000000028e-02
1.004969120025634766e+01,8.978188217652040004e-01,8.927343423299928526e-02,6.195089281236753481e-02,5.500000000000000028e-02
1.005803251266479492e+01,8.962020204624103759e-01,9.298696663485442326e-02,6.192777103437700770e-02,5.500000000000000028e-02
1.006697177886962891e+01,9.038342259248614008e-01,9.629559277821397867e-02,6.160910055301884597e-02,5.500000000000000028e-02
1.007596206665039062e+01,8.941805235833877319e-01,9.562785430968033518e-02,6.092560729655301793e-02,5.500000000000000028e-02
1.008366966247558594e+01,8.941536525474947927e-01,9.496079450339535433e-02,6.086066458933828138e-02,5.500000000000000028e-02
1.009200358390808105e+01,8.997135549806122290e-01,9.479936323809912135e-02,6.045451401835414545e-02,5.500000000000000028e-02
1.010092902183532715e+01,8.980725026452816007e-01,9.448931186543994831e-02,5.961454854997698394e-02,5.500000000000000028e-02
1.010821318626403809e+01,8.989932391456484373e-01,9.575152338810916097e-02,6.013037381995324504e-02,5.500000000000000028e-02
1.011698269844055176e+01,9.019407708929481071e-01,9.720942025898918204e-02,5.955445421680436585e-02,5.500000000000000028e-02
1.012595057487487793e+01,9.005475561056830447e-01,9.698773611999142452e-02,5.861537765020537888e-02,5.500000000000000028e-02
1.013347315788269043e+01,9.073111783631144789e-01,9.640622991255205776e-02,5.776630199493869994e-02,5.500000000000000028e-02
1.014217185974121094e+01,9.032765351525740005e-01,9.257318999218884514e-02,5.811557518424301239e-02,5.500000000000000028e-02
1.014977765083312988e+01,8.947590081188249167e-01,8.806595022527245742e-02,5.925381792116462404e-02,5.500000000000000028e-02
1.015859007835388184e+01,8.973976154591019050e-01,8.708152728739862458e-02,5.978420237525867986e-02,5.500000000000000028e-02
1.016757750511169434e+01,9.011142662586800745e-01,8.392601847240804824e-02,5.991965515127087305e-02,5.500000000000000028e-02
1.017507958412170410e+01,8.990844408701420543e-01,7.998215942380744459e-02,6.036539875899488844e-02,5.500000000000000028e-02
1.018401956558227539e+01,8.993430946330247533e-01,7.664426458791970265e-02,6.039998949419447816e-02,5.500000000000000028e-02
1.019202733039855957e+01,9.017015786081807871e-01,7.278404189583935480e-02,6.054214159132293577e-02,5.500000000000000028e-02
1.020094990730285645e+01,9.033657989308132574e-01,6.696861409548396371e-02,6.127469652850640186e-02,5.500000000000000028e-02
1.020802545547485352e+01,9.008706137375386280e-01,6.124356395415624099e-02,6.268146413555356067e-02,5.500000000000000028e-02
1.021695566177368164e+01,8.951795300380285259e-01,5.488666219364786436e-02,6.394933077158988788e-02,5.500000000000000028e-02
1.022509765625000000e+01,9.021431017435297406e-01,5.119591536968785134e-02,6.454413651037625710e-02,5.500000000000000028e-02
1.023371362686157227e+01,9.099655094000762556e-01,4.763633897562423447e-02,6.513858094792947251e-02,5.500000000000000028e-02
1.024171471595764160e+01,9.141717025030631216e-01,4.391142741130725502e-02,6.558985298470540459e-02,5.500000000000000028e-02
1.025028848648071289e+01,9.117229474154884272e-01,4.252459178920435512e-02,6.679627454356903971e-02,5.500000000000000028e-02
1.025799441337585449e+01,9.099819530571217063e-01,4.171507982254869101e-02,6.818767510692556877e-02,5.500000000000000028e-02
1.026685595512390137e+01,9.118204395266011897e-01,4.072703026528187026e-02,6.877067807743514338e-02,5.500000000000000028e-02
1.027590680122375488e+01,9.126436467410362630e-01,4.001793551662103515e-02,6.938051946240376966e-02,5.500000000000000028e-02
